Name,Platform,Year,Genre,Publisher
GoldenEye: Rogue Agent,GC,2004,Shooter,Electronic Arts
Zero4 Champ RR,SNES,1994,Sports,Media Rings
Dragon Ball Z: Infinite World,PS2,2008,Fighting,Namco Bandai Games
Nonomura Byoin no Hitobito,SAT,1996,Adventure,Elf
Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft
ESPN X Games Skateboarding,PS2,2001,Sports,Konami Digital Entertainment
Bejeweled 3,DS,N/A,Puzzle,Unknown
Resident Evil Zero,PS4,2016,Action,Capcom
Super Fire ProWrestling Special,SNES,1994,Fighting,Human Entertainment
Yuu Yuu Hakusho,SNES,1993,Fighting,Namco Bandai Games
Kamaitachi no Yoru 2,PS2,2002,Adventure,ChunSoft
High Heat Major League Baseball 2004,PS2,2003,Sports,3DO
Robots,PS2,2005,Action,Vivendi Games
NARC,PS2,2005,Shooter,Midway Games
One Piece: Gigant Battle!,DS,2010,Fighting,Namco Bandai Games
Valkyrie Profile: Lenneth,PSP,2006,Role-Playing,Square Enix
Tiger Woods PGA Tour 09,PSP,2008,Sports,Electronic Arts
Metro: Last Light,X360,2013,Action,Deep Silver
Tiger Woods PGA Tour 14,X360,2013,Sports,Electronic Arts
LocoRoco 2,PSP,2008,Platform,Sony Computer Entertainment
Monster Rancher 3,PS2,2001,Simulation,Tecmo Koei
The Incredibles: Rise of the Underminer,PS2,2005,Action,THQ
Spider-Man: Shattered Dimensions,X360,2010,Action,Activision
BlazBlue: Calamity Trigger,X360,2009,Fighting,PQube
MechWarrior 2: 31st Century Combat,PS,1997,Simulation,Activision
Earth Defense Force 2025,PS3,2013,Shooter,D3Publisher
Hamtaro: Ham-Ham Heartbreak,GBA,2002,Action,Nintendo
Okage: Shadow King,PS2,2001,Role-Playing,Sony Computer Entertainment
Press Your Luck 2010 Edition,Wii,2009,Misc,Ubisoft
Mobile Suit Z-Gundam,PS,1997,Action,Namco Bandai Games
Cubix Robots for Everyone: Clash 'n' Bash,GBA,N/A,Action,Unknown
Tropico 4,X360,N/A,Strategy,Kalypso Media
Speed Racer: The Videogame,DS,2008,Racing,Warner Bros. Interactive Entertainment
NHL 2K10,Wii,2009,Sports,Take-Two Interactive
Assassin's Creed III,WiiU,2012,Action,Ubisoft
Kirby's Dream Land 3,SNES,1997,Platform,Nintendo
Big Bass World Championship,PS,1997,Sports,Starfish
NFL GameDay 2001,PS2,2000,Sports,Sony Computer Entertainment
NBA 2K6,XB,2005,Action,Take-Two Interactive
Jurassic Park,NES,1993,Action,Ocean
Mystical Ninja starring Goemon,N64,1997,Action,Konami Digital Entertainment
Tetrisphere,N64,1997,Puzzle,Nintendo
Saban's Power Rangers: Lightspeed Rescue,N64,2000,Action,THQ
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013,Fighting,Marvelous Entertainment
North American Hunting Extravaganza,Wii,2008,Sports,Zushi Games
World's Scariest Police Chases,PS,2001,Racing,Activision
Guitar Hero: Smash Hits,PS3,2009,Misc,Activision
Shaun Palmer's Pro Snowboarder,GBA,2001,Sports,Activision
AMF Bowling World Lanes,Wii,2008,Sports,Bethesda Softworks
MechAssault 2: Lone Wolf,XB,2004,Simulation,Microsoft Game Studios
Middle-Earth: Shadow of Mordor,PC,2014,Action,Warner Bros. Interactive Entertainment
Hamster Club 3,GBA,2002,Simulation,Jorudan
Breath of Fire II,SNES,1994,Role-Playing,Laguna
Call of Duty: Ghosts,WiiU,2013,Shooter,Activision
LEGO Racers,PS,1999,Racing,LEGO Media
NBA 2K12,Wii,2011,Sports,Take-Two Interactive
Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009,Fighting,Ubisoft
Kinectimals: Now with Bears!,X360,2011,Misc,Microsoft Game Studios
ESPN NFL Football,XB,2003,Sports,Sega
ATV/Monster Truck Mayhem,DS,2007,Racing,"Destination Software, Inc"
Naruto: Ultimate Ninja 3 (JP sales),PS2,2005,Fighting,Atari
Just Dance 2016,X360,2015,Misc,Ubisoft
Worms: Open Warfare 2,DS,2007,Strategy,THQ
Rapala Pro Fishing,PS2,2004,Sports,Zoo Digital Publishing
J-League Pro Soccer Club o Tsukurou '04,PS2,2004,Sports,Sega
Dark Void,PS3,2010,Action,Capcom
James Bond 007: Legends,PS3,2012,Shooter,Activision
Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012,Strategy,Namco Bandai Games
WWE '12,Wii,2011,Fighting,THQ
Disney's The Haunted Mansion,PS2,2003,Platform,Take-Two Interactive
Arc the Lad: Twilight of the Spirits,PS2,2003,Role-Playing,Sony Computer Entertainment
Dance Dance Revolution 3rdMix,PS,2000,Simulation,Konami Digital Entertainment
Ryu Ga Gotoku Kenzan!,PS3,2008,Adventure,Sega
U-Sing,Wii,2009,Misc,Mindscape
Super Robot Taisen A,GBA,2001,Strategy,Banpresto
Tomb Raider (2013),PC,N/A,Action,Square Enix
Chicken Shoot,Wii,2007,Action,Zoo Digital Publishing
Company of Heroes 2,PC,2013,Strategy,THQ
Defiance,PS3,2013,Shooter,Trion Worlds
We Sing Deutsche Hits,Wii,2011,Misc,Nordic Games
Boxer's Road,PS,1995,Fighting,New
Frogs And Flies,2600,1981,Action,Mattel Interactive
DanceDanceRevolution,Wii,2010,Simulation,Konami Digital Entertainment
Harry Potter and the Chamber of Secrets,XB,2002,Action,Electronic Arts
EA Sports MMA,X360,2010,Fighting,Electronic Arts
Toriko: Gourmet Survival!,PSP,2011,Role-Playing,Namco Bandai Games
South Park Rally,PS,1998,Racing,Acclaim Entertainment
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,SNES,1994,Platform,Konami Digital Entertainment
Monopoly,PS3,2008,Misc,Electronic Arts
Mega Man Zero Collection,DS,2010,Platform,Capcom
Arctic Thunder,PS2,2001,Racing,Midway Games
G-Force,PSP,2009,Action,Electronic Arts
NHL 2K10,PS2,2009,Sports,Take-Two Interactive
Football Manager Handheld 2010,PSP,2009,Sports,Sega
J-League Pro Soccer Club o Tsukurou!,DC,1999,Sports,Sega
Wonder Pets! Save the Animals!,DS,2008,Adventure,Take-Two Interactive
Formula 1 Championship Edition,PS,1997,Racing,Psygnosis
Shrek,XB,2001,Platform,TDK Mediactive
CSI: Deadly Intent - The Hidden Cases,DS,2009,Adventure,Ubisoft
SOCOM: Tactical Strike,PSP,2007,Shooter,Sony Computer Entertainment
Blasto,PS,1998,Action,Sony Computer Entertainment
Trauma Center: Second Opinion,Wii,2006,Simulation,Nintendo
Backyard Baseball 2006,GBA,2005,Sports,Atari
Dark Souls III,XOne,2016,Role-Playing,Namco Bandai Games
Cabela's Outdoor Adventures (2006),PS2,2005,Sports,Zoo Digital Publishing
Nicktoons: Unite!,GC,2005,Adventure,THQ
Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment
Picross 2,GB,1996,Puzzle,Nintendo
Remember Me,PS3,2013,Action,Capcom
Battalion Wars 2,Wii,2007,Strategy,Nintendo
Outlaw Golf 2,PS2,2004,Sports,Global Star
SpongeBob's Boating Bash,Wii,2010,Misc,THQ
Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,2013,Action,Namco Bandai Games
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010,Sports,Sega
Momotarou Dentetsu 12,PS2,2003,Misc,Hudson Soft
Mini Ninjas,PS3,2009,Action,Eidos Interactive
Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games
Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft
Disney's Tarzan: Return to the Jungle,GBA,2002,Action,Activision
Cabela's Dangerous Hunts,XB,2003,Sports,Zoo Digital Publishing
Terminator Salvation,X360,2009,Shooter,Warner Bros. Interactive Entertainment
Jikkyou Powerful Pro Yakyuu 13,PS2,2006,Sports,Konami Digital Entertainment
Fossil Fighters: Frontier,3DS,2014,Role-Playing,Nintendo
Star Fox: Zero,WiiU,2016,Shooter,Nintendo
Mega Man X3,SNES,1995,Action,Laguna
Mini Ninjas,DS,2009,Action,Eidos Interactive
Stunt Race FX,SNES,1993,Racing,Nintendo
Bloody Roar 3,PS2,2001,Fighting,Virgin Interactive
WWE Crush Hour,PS2,2003,Racing,THQ
Persona 2: Eternal Punishment,PS,2000,Role-Playing,Atlus
Star Wars: Flight of the Falcon,GBA,2003,Action,THQ
One Piece: Gigant Battle 2 Shin Sekai,DS,2011,Fighting,Namco Bandai Games
Pac-Man All-Stars,PS3,2011,Fighting,Namco Bandai Games
Def Jam Rapstar,Wii,2010,Misc,Konami Digital Entertainment
SimCity Creator,DS,2008,Simulation,Electronic Arts
Hannah Montana: The Movie,Wii,2009,Adventure,Disney Interactive Studios
Angry Birds Star Wars,Wii,2013,Strategy,Activision
Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),Wii,N/A,Action,N/A
Mega Man ZX Advent,DS,2007,Platform,Capcom
Jikkyou Powerful Pro Yakyuu 2000,N64,2000,Sports,Konami Digital Entertainment
Sniper: Ghost Warrior 2,PS3,2013,Shooter,City Interactive
Racquet Sports,PS3,2010,Sports,Ubisoft
Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts
Supreme Commander 2,X360,2010,Strategy,Square Enix
Resident Evil: Dead Aim,PS2,2003,Action,Capcom
Need for Speed Carbon,GC,2006,Racing,Electronic Arts
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GBA,2003,Action,THQ
SpongeBob SquarePants: The Yellow Avenger,DS,2005,Action,THQ
The Fairly Odd Parents: Shadow Showdown,PS2,2004,Platform,THQ
Saban's Power Rangers: Lightspeed Rescue,PS,2000,Action,THQ
Xbox Music Mixer,XB,2003,Misc,Microsoft Game Studios
WWE All Stars,X360,2011,Fighting,THQ
The Shoot,PS3,2010,Shooter,Sony Computer Entertainment
College Hoops 2K8,PS2,2007,Sports,Take-Two Interactive
Guitar Hero: Metallica,PS2,2009,Misc,Activision
Guilty Gear X2,PS2,2002,Fighting,Sammy Corporation
MotoGP 08,X360,2008,Racing,Capcom
Yu-Gi-Oh! 5D's Tag Force 5,PSP,2010,Strategy,Konami Digital Entertainment
Enemy Territory: Quake Wars,PS3,2008,Shooter,Activision
Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,Ubisoft
From TV Animation One Piece: Tobidase Kaizokudan!,PS,2001,Role-Playing,Namco Bandai Games
The Tale of Despereaux,PS2,2008,Platform,Brash Entertainment
Aggressive Inline,PS2,2002,Sports,Acclaim Entertainment
Karaoke Revolution,PS2,2003,Misc,Konami Digital Entertainment
NFL Street,GC,2004,Sports,Electronic Arts
Hello Kitty Daily,DS,2008,Misc,Nobilis
Metal Arms: Glitch in the System,PS2,2003,Shooter,Vivendi Games
Farming Simulator 2015,PS4,2015,Simulation,Koch Media
Jikkyou Powerful Pro Yakyuu 7,PS2,2000,Sports,Konami Digital Entertainment
Rally Cross 2,PS,1998,Racing,989 Studios
EverGrace,PS2,2000,Role-Playing,Ubisoft
Def Jam Icon,X360,2007,Action,Electronic Arts
Lunar 2: Eternal Blue Complete,PS,1999,Role-Playing,Kadokawa Shoten
Street Fighter Alpha: Warriors' Dreams,SAT,1996,Fighting,Capcom
Rugrats: Royal Ransom,PS2,2002,Platform,THQ
Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,2010,Adventure,Disney Interactive Studios
MLB 06: The Show,PSP,2006,Sports,Sony Computer Entertainment
F1 Race Stars,PS3,2012,Racing,Codemasters
Over the Hedge,GC,2006,Platform,Activision
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011,Fighting,Namco Bandai Games
Just Dance 2016,PS4,2015,Misc,Ubisoft
Charlie and the Chocolate Factory,PS2,2005,Adventure,Global Star
Pirates of the Caribbean: At World's End,DS,2007,Action,Disney Interactive Studios
UEFA Euro 2008 Austria-Switzerland,X360,2008,Sports,Electronic Arts
Kurushi Final: Mental Blocks,PS,1998,Puzzle,Sony Computer Entertainment
Style Lab: Jewelry Design,DS,2009,Simulation,Ubisoft
Risk / Battleship / Clue,GBA,2005,Misc,Zoo Digital Publishing
SD Gundam G Generation World,PSP,2011,Strategy,Namco Bandai Games
LEGO Pirates of the Caribbean: The Video Game,PSP,2011,Action,Disney Interactive Studios
The Wild Thornberrys Movie,GBA,2002,Platform,THQ
High School Musical 3: Senior Year DANCE!,PS2,2008,Misc,Disney Interactive Studios
Dynasty Warriors 5 Empires,PS2,2006,Action,Tecmo Koei
SoulCalibur,DC,1999,Fighting,Namco Bandai Games
WipEout 3,PS,1999,Racing,Psygnosis
Etrian Odyssey,DS,2007,Role-Playing,Nintendo
Conan,PS3,2007,Action,THQ
Classic NES Series: Ice Climber,GBA,2004,Platform,Nintendo
Skylanders: Trap Team,XOne,2014,Action,Activision
Avatar: The Last Airbender - The Burning Earth,DS,2007,Action,THQ
F.E.A.R.,X360,2006,Shooter,Vivendi Games
Tenchu Z,X360,2006,Action,Microsoft Game Studios
Freeway,2600,1980,Action,Activision
Driver 2 Advance,GBA,2002,Action,Atari
Monster Rancher 4,PS2,2003,Simulation,Tecmo Koei
Iron Man 2,DS,2010,Action,Sega
Chicken Riot,Wii,2010,Action,City Interactive
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PS2,2004,Adventure,Disney Interactive Studios
Iron Storm,SAT,1995,Shooter,Sega
Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts
MotorStorm: Arctic Edge,PS2,2009,Racing,Sony Computer Entertainment
The Fairly Odd Parents: Shadow Showdown,GBA,2004,Platform,THQ
Radiant Historia,DS,2010,Role-Playing,Atlus
Marvel Super Heroes,PS,1997,Fighting,Virgin Interactive
Super Bust-A-Move,PS2,2000,Puzzle,Acclaim Entertainment
Hitman: Contracts,XB,2004,Shooter,Eidos Interactive
Thunderstrike: Operation Phoenix,PS2,2001,Simulation,Eidos Interactive
Alien's Return,2600,1982,Action,ITT Family Games
Frostbite,2600,1983,Action,Activision
LEGO Marvel's Avengers,X360,2016,Action,Warner Bros. Interactive Entertainment
Kameo: Elements of Power,X360,2005,Action,Microsoft Game Studios
Power Rangers Samurai,Wii,2011,Action,Namco Bandai Games
WWE Day of Reckoning 2,GC,2005,Fighting,THQ
Dynasty Warriors 6 Empires,PS3,2009,Action,Tecmo Koei
The Urbz: Sims in the City,XB,2004,Simulation,Electronic Arts
Fantastic Voyage,2600,1981,Action,20th Century Fox Video Games
The Adventures of Tintin: The Game,Wii,2011,Action,Ubisoft
Bee Movie Game,Wii,2007,Action,Activision
Silent Hill HD Collection,PS3,2012,Action,Konami Digital Entertainment
Night Warriors: Darkstalkers' Revenge,SAT,1995,Fighting,Virgin Interactive
Off Road Challenge,N64,1998,Racing,GT Interactive
Bank Heist,2600,1982,Action,20th Century Fox Video Games
Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011,Strategy,Ubisoft
Backstreet Billiards,PS,1998,Misc,ASCII Entertainment
MX vs. ATV Untamed,Wii,2008,Racing,THQ
Carnival,2600,1981,Shooter,Coleco
Football Manager Handheld 2008,PSP,2007,Sports,Sega
Leisure Suit Larry: Magna Cum Laude,PS2,2004,Adventure,Vivendi Games
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts
MVP 06 NCAA Baseball,XB,2006,Sports,Electronic Arts
Momotarou Dentetsu DS: Tokyo & Japan,DS,2007,Misc,Hudson Soft
Point Blank,PS,1997,Shooter,Sony Computer Entertainment
Bookworm,DS,2009,Puzzle,PopCap Games
Smart Girl's Party Game,DS,2008,Misc,505 Games
Rayman Legends,XOne,2014,Platform,Ubisoft
Puzzle Quest: Challenge of the Warlords,DS,2007,Puzzle,D3Publisher
Star Ocean: Second Evolution,PSP,2008,Role-Playing,Square Enix
My Baby Boy,DS,2008,Simulation,Nobilis
Tiny Tank,PS,1998,Action,Sony Computer Entertainment
Jonah Lomu Rugby Challenge,X360,2011,Sports,Home Entertainment Suppliers
Spy Hunter,XB,2002,Racing,Midway Games
Angry Birds Star Wars,3DS,2013,Strategy,Activision
Imagine: Movie Star,DS,2008,Simulation,Ubisoft
NHL 09,PS3,2008,Sports,Electronic Arts
Zoo Tycoon (2013),XOne,2013,Simulation,Microsoft Game Studios
Herbie: Fully Loaded,GBA,2005,Racing,Disney Interactive Studios
The Sims 3: Town Life Stuff,PC,2011,Simulation,Electronic Arts
Teenage Mutant Ninja Turtles,GC,2003,Action,Konami Digital Entertainment
Pony Friends 2,DS,2009,Simulation,Eidos Interactive
Disney Sing It: Pop Hits,PS2,2009,Misc,Disney Interactive Studios
Buzz! The Ultimate Music Quiz,PS3,2010,Misc,Sony Computer Entertainment
Persona 5,PS4,2016,Role-Playing,Atlus
The Eye of Judgment,PS3,2007,Misc,Sony Computer Entertainment
Pirates of the Caribbean: At World's End,X360,2007,Action,Disney Interactive Studios
Modnation Racers: Road Trip,PSV,2012,Racing,Sony Computer Entertainment
Dynasty Warriors: Gundam 2,PS2,2008,Action,Namco Bandai Games
Power Rangers Samurai,DS,2011,Action,Namco Bandai Games
Fade to Black,PS,1996,Action,Electronic Arts
MXRider,PS2,2001,Racing,Atari
Avatar: The Last Airbender,DS,2006,Adventure,THQ
Battlefield: Hardline,X360,2015,Shooter,Electronic Arts
Delta Force: Black Hawk Down,XB,2005,Shooter,NovaLogic
Night at the Museum: Battle of the Smithsonian,DS,2009,Action,Majesco Entertainment
World Championship Poker 2: Featuring Howard Lederer,PS2,2005,Misc,Oxygen Interactive
Sengoku Musou 3 Z,PS3,2011,Action,Ackkstudios
Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters
Ninja Blade,X360,2009,Action,Microsoft Game Studios
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006,Shooter,Ubisoft
Transformers: Revenge of the Fallen (DS Versions),DS,2009,Action,Activision
Fracture,X360,2008,Shooter,LucasArts
Tokyo Highway Battle,PS,1996,Racing,Jaleco
Pandora's Tower,Wii,2011,Role-Playing,Nintendo
Binary Domain,PS3,2012,Action,Sega
The King of Fighters XIII,X360,2011,Fighting,Rising Star Games
Beyond Good & Evil,PS2,2003,Adventure,Ubisoft
Banjo-Kazooie: Grunty's Revenge,GBA,2003,Platform,THQ
Bomberman World,PS,1998,Puzzle,Sony Computer Entertainment
The X-Factor,Wii,2010,Misc,Deep Silver
Digimon World: Dawn / Dusk,DS,2007,Role-Playing,Namco Bandai Games
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom
Untold Legends: The Warriors Code,PSP,2006,Role-Playing,Ubisoft
Virtua Tennis 2009,X360,2009,Sports,Sega
Deathtrap Dungeon,PS,1998,Action,Eidos Interactive
Tales of the World: Radiant Mythology 2,PSP,2009,Role-Playing,Namco Bandai Games
Wipeout 2,Wii,2011,Misc,Activision
Iron Man 2,Wii,2010,Action,Sega
Ape Escape Academy,PSP,2004,Misc,Sony Computer Entertainment
The Darkness II,PS3,2012,Shooter,Take-Two Interactive
SingStar Take That,PS3,2009,Misc,Sony Computer Entertainment
Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision
Ultimate Marvel vs. Capcom 3,PSV,2011,Fighting,Capcom
WWE Wrestlemania XIX,GC,2003,Fighting,THQ
Planet Puzzle League,DS,2007,Puzzle,Nintendo
The Sims 2,GC,2005,Simulation,Electronic Arts
Hulk,XB,2003,Action,Universal Interactive
Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft
Chicken Blaster,Wii,2009,Shooter,Zushi Games
Family Party: 90 Great Games Party Pack,Wii,2010,Misc,D3Publisher
Klonoa 2: Lunatea's Veil,PS2,2001,Platform,Sony Computer Entertainment
Deus Ex: Invisible War,XB,2003,Shooter,Eidos Interactive
Resonance of Fate,X360,2010,Role-Playing,Sega
Hell's Kitchen: The Game,Wii,2008,Simulation,Ubisoft
Disney's Treasure Planet,PS2,2002,Action,Sony Computer Entertainment
NASCAR Thunder 2002,XB,2001,Racing,Electronic Arts
Jeanne d'Arc,PSP,2006,Role-Playing,Sony Computer Entertainment
NCAA Basketball 10,PS3,2009,Sports,Electronic Arts
BeatMania Append GottaMix,PS,1999,Simulation,Konami Digital Entertainment
Dead or Alive 5,PS4,2015,Fighting,Tecmo Koei
Tak 2: The Staff of Dreams,GC,2004,Platform,THQ
Rugby World Cup 2011,PS3,2011,Sports,505 Games
Medal of Honor: Warfighter,PC,2012,Action,Electronic Arts
Kelly Slater's Pro Surfer,PS2,2002,Sports,Activision
Shrek SuperSlam,GBA,2005,Action,Activision
Sonic Boom: Rise of Lyric,WiiU,2014,Action,Sega
Legends of Wrestling II,PS2,2002,Fighting,Acclaim Entertainment
World Stadium 3,PS,1999,Sports,Namco Bandai Games
Little Deviants,PSV,2011,Platform,Sony Computer Entertainment
Silent Hill: Downpour,X360,2012,Action,Konami Digital Entertainment
Extra Bases,GB,1990,Sports,Namco Bandai Games
Super Power League 2,SNES,1994,Sports,Hudson Soft
Night at the Museum: Battle of the Smithsonian,Wii,2009,Action,Majesco Entertainment
Capcom Classics Collection Reloaded,PSP,2006,Misc,Capcom
Madden NFL 09,DS,2008,Sports,Electronic Arts
MLB 09: The Show,PS2,2009,Sports,Sony Computer Entertainment
Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix
Cool Boarders 2001,PS2,2001,Sports,Sony Computer Entertainment
Classic NES Series: Castlevania,GBA,2004,Platform,Nintendo
Dragon Ball Z: Battle of Z,PS3,2014,Fighting,Namco Bandai Games
Scooby-Doo! First Frights,PS2,2009,Action,Warner Bros. Interactive Entertainment
Fight Night Round 3,XB,2006,Fighting,Electronic Arts
GT Advance Championship Racing,GBA,2001,Racing,THQ
Way of the Samurai 2,PS2,2003,Action,Capcom
FIFA Street 3,PS3,2008,Sports,Electronic Arts
Custom Robo,N64,N/A,Role-Playing,Nintendo
BattleTanx,N64,1998,Action,3DO
Hatsune Miku: Project Diva Extend,PSP,2011,Misc,Sega
Battlestations: Pacific,X360,2009,Strategy,Eidos Interactive
Pitfall 3D: Beyond the Jungle,PS,1998,Platform,Activision
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,Tecmo Koei
Cabela's Dangerous Hunts 2011,PS3,2010,Sports,Activision
DECA Sports Freedom,X360,2010,Sports,Hudson Soft
Clock Tower 3,PS2,2002,Adventure,Capcom
Battle Dodge Ball,SNES,1991,Sports,Banpresto
Goosebumps HorrorLand,DS,2008,Adventure,Scholastic Inc.
Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios
Call Of Duty 2: Big Red One,GC,2005,Shooter,Activision
Elebits,Wii,2006,Action,Konami Digital Entertainment
Warhammer 40;000: Squad Command,PSP,2007,Strategy,THQ
F1 2013,X360,2013,Racing,Codemasters
Disgaea: Hour of Darkness,PS2,2003,Role-Playing,Tecmo Koei
NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment
SSX Blur,Wii,2007,Sports,Electronic Arts
DiRT 2,PSP,2009,Racing,Sony Computer Entertainment
Vin Diesel: Wheelman,PS3,2009,Racing,Ubisoft
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,THQ
My Baby: First Steps,DS,2009,Simulation,SouthPeak Games
MLB 08: The Show,PSP,2008,Sports,Sony Computer Entertainment
The Black Eyed Peas Experience,X360,2011,Misc,Ubisoft
Parodius,PS,1994,Shooter,Konami Digital Entertainment
Spy Kids 3-D: Game Over,GBA,2003,Platform,Disney Interactive Studios
Sakura Wars 3: Paris wa Moeteiru ka,DC,2001,Adventure,Sega
1001 Touch Games,DS,2011,Action,Avanquest
NCAA GameBreaker 2001,PS,2000,Sports,Sony Computer Entertainment
Power Rangers: Ninja Storm,GBA,2003,Misc,THQ
